text,labels,UID,prediction
"Firstly, I hoped to have a relaxing evening at your show but that didn't happen.",G,Preposition_Replacing,PREP
The girls scans that newspaper article.,SVA,regular_plural_subject_verb_agreement_2,SVA
Deanna did exit this old oases.,DET,determiner_noun_agreement_with_adj_irregular_1,DET
Martha wasn't kissing this unemployed man.,G,determiner_noun_agreement_with_adj_irregular_2,G
Every association was insulting those out in the open brochures.,G,determiner_noun_agreement_with_adj_2,G
The senators embarrasses Martin.,G,regular_plural_subject_verb_agreement_2,SVA
The hypotheses alarms Wendy.,SVA,irregular_plural_subject_verb_agreement_2,SVA
Donna hasn't investigated that these cars that existed bother some guests.,G,wh_vs_that_no_gap_long_distance,G
"I am writing, on behalf of all my English class, to thank you for the opportunity you are giving us to spend three days in London, but also to suggest some modifications in the programme.",PREP,Preposition_Replacing,PREP
Teresa buys that window.,G,regular_plural_subject_verb_agreement_1,G
That customer that isn't bothering many girls aren't biking to some restaurants.,SVA,distractor_agreement_relative_clause,SVA
That cart wasn't stunning these exposed men.,G,determiner_noun_agreement_with_adj_irregular_2,G
Walter escapes from that big women.,DET,determiner_noun_agreement_with_adj_irregular_1,DET
Jill drove to those white art gallery.,DET,determiner_noun_agreement_with_adj_2,DET
The libraries disturbs some guy.,SVA,regular_plural_subject_verb_agreement_2,SVA
Maria is cleaning that couch.,G,determiner_noun_agreement_2,G
Christine hasn't driven to one college campus and Jason hasn't driven to more rough college campus.,G,ellipsis_n_bar_2,G
The customer wasn't revealing the gates.,G,regular_plural_subject_verb_agreement_2,G
The woman swallows.,G,irregular_plural_subject_verb_agreement_2,G
Cindy figures out who these teenagers that scratch found.,G,wh_vs_that_with_gap_long_distance,G
An organization had respected that doctor.,G,determiner_noun_agreement_1,G
A pamphlet about the Borgias has bothered Samantha.,G,distractor_agreement_relational_noun,G
Those women do research some university.,G,transitive,G
"As requested, the aim of this report is to assess the suitability for a group of American students of the visit at the Etruscan Museum.",PREP,Preposition_Replacing,G
The man haven't attacked Mitchell.,SVA,irregular_plural_subject_verb_agreement_2,SVA
The forks disturbs Tina.,SVA,regular_plural_subject_verb_agreement_2,SVA
This person doesn't bring those cups.,G,determiner_noun_agreement_2,G
Janice won't fire those determined child.,DET,determiner_noun_agreement_with_adj_irregular_2,DET
Most girls have bothered these ill senators.,G,determiner_noun_agreement_with_adj_2,G
That eggplant was sold.,G,passive_2,G
Travis explores a closet.,G,regular_plural_subject_verb_agreement_1,G
Tracy has returned to those good art gallery.,DET,determiner_noun_agreement_with_adjective_1,DET
I have already thought about a change of the programme.,PREP,Preposition_Replacing,PREP
"I have just received your letter and I'm very happy because of it, especially because the competition was so hard.",G,Preposition_Replacing,PREP
Elizabeth is exploring that college campus.,G,determiner_noun_agreement_2,G
The granddaughter of the Borgias coughs.,G,distractor_agreement_relational_noun,G
"Before I came England, I swam every weekend in my country, even in winter, so I choose to do some swimming and sailing while I am at the camp.",PREP,Preposition_Missing,PREP
Samantha won't melt these lakes.,G,causative,G
The school protest.,SVA,regular_plural_subject_verb_agreement_2,SVA
Raymond kissed that guy.,G,determiner_noun_agreement_1,G
Those libraries forget some boys that these universities have appreciated that were attacking those alumni.,G,wh_questions_subject_gap_long_distance,G
Many customers investigated those purple library.,DET,determiner_noun_agreement_with_adjective_1,DET
"Once you've got everything on your shopping list, you also have to carry all the bags that you just bought, which are very heavy sometimes.",G,Preposition_Missing,PREP
Becca aren't skated around all libraries.,SVA,regular_plural_subject_verb_agreement_1,SVA
Many dogs confuses those patients.,SVA,regular_plural_subject_verb_agreement_1,G
These drivers wear those exposed coat.,DET,determiner_noun_agreement_with_adjective_1,DET
All teenagers had disagreed with that pedestrians.,DET,determiner_noun_agreement_2,DET
Julia wasn't discussing those oases.,G,determiner_noun_agreement_irregular_1,G
"Do you mind telling me what the weather will be like when I am on holiday, what kind money I should bring with me and what language I should speak there?",G,Preposition_Unnecessary,PREP
Some man's colleague goes to two schools and Gregory goes to three orange schools.,G,ellipsis_n_bar_2,G
"She let me pour out my feelings, a thing I did not do to anyone.",PREP,Preposition_Replacing,PREP
The teenagers walks through that river.,SVA,regular_plural_subject_verb_agreement_2,SVA
Those universities aren't finding it to be unfortunate that some mirror shatters.,G,expletive_it_object_raising,G
A lot of guests hadn't gone to this green grocery stores.,DET,determiner_noun_agreement_with_adj_2,DET
"As I was a champion in a swimming competition in Russia in 1997, I'd like to continue to practise my skills.",G,Preposition_Replacing,PREP
Because I'm very good with tennis.,PREP,Preposition_Replacing,PREP
"Finally, I decided to visit her but I wanted that it to be a surprise.",PREP,Preposition_Unnecessary,PREP
Children who argue about Lawrence haven't dared Dawn to weep.,G,distractor_agreement_relative_clause,G
These things provide me every convenience.,PREP,Preposition_Missing,G
Patricia is breaking these gray chair.,DET,determiner_noun_agreement_with_adj_2,DET
Girls breaks those trucks.,SVA,regular_plural_subject_verb_agreement_1,G
In the letter you ask when I would like to go.,G,Preposition_Replacing,PREP
Suzanne referenced these boy.,DET,determiner_noun_agreement_1,DET
"It shows that, when all members of a group work hard together, you can achieve a lot.",G,Preposition_Missing,PREP
The sister of some guys don't think Stacy can't wear many pants.,SVA,distractor_agreement_relational_noun,SVA
"Two days before, her best friend Maria told her that her parents were going to divorce. Maria was so upset that she couldn't keep it to herself.",G,Preposition_Missing,G
Some play alarms those small women.,G,determiner_noun_agreement_with_adj_irregular_2,G
Heidi isn't curing these hidden cashiers.,G,determiner_noun_agreement_with_adjective_1,G
Should some senator ever bother to heal Russell?,G,matrix_question_npi_licensor_present,G
Each sweater was there drying.,G,existential_there_quantifiers_2,G
The paintings of a pie were vanishing.,G,distractor_agreement_relational_noun,G
It is the lifestyle or needs of people that make technology develop.,G,Preposition_Replacing,PREP
This pedestrian who finds these children escape from Scott.,SVA,distractor_agreement_relative_clause,SVA
A lot of children is shouting.,SVA,irregular_plural_subject_verb_agreement_1,SVA
Pedestrians disagree with these analyses.,G,determiner_noun_agreement_irregular_1,G
A nephew of many people don't bake.,SVA,distractor_agreement_relational_noun,SVA
"In this way, the leisure time would be on Tuesday and we would be able to go to the London Fashion Show.",G,Preposition_Replacing,PREP
The paintings of Melanie doesn't exist.,SVA,distractor_agreement_relational_noun,SVA
Some woman is firing these lady.,DET,determiner_noun_agreement_2,DET
Beverly isn't biking to this white schools.,DET,determiner_noun_agreement_with_adjective_1,DET
Wendy was lifting these important restaurants.,G,determiner_noun_agreement_with_adjective_1,G
The child wasn't attacking Carla.,G,irregular_plural_subject_verb_agreement_2,G
Jerry discovers these out in the open goose.,DET,determiner_noun_agreement_with_adj_irregular_1,DET
Those cashiers who discovered Tara weren't discovering what are moving.,G,distractor_agreement_relative_clause,G
I would really prefer to stay in a tent because I love sleeping outdoors and listening to the noises from outside.,G,Preposition_Missing,PREP
"To sum up, there is no perfect job, and being famous involves a lot money, but also a lot of journalists following your private life.",PREP,Preposition_Missing,G
I used to go to camping.,PREP,Preposition_Unnecessary,G
Gerald can examine that good play.,G,determiner_noun_agreement_with_adjective_1,G
Dan examines these long analysis.,DET,determiner_noun_agreement_with_adj_irregular_2,DET
Anne arrives at those library.,DET,determiner_noun_agreement_2,DET
The women reveal this bad dresses.,DET,determiner_noun_agreement_with_adj_2,DET
Diana hasn't listened to this students.,DET,determiner_noun_agreement_1,DET
Teenagers hire this clever cashier.,G,determiner_noun_agreement_with_adj_2,G
Sara says Richard wasn't noticing himself.,G,principle_A_domain_2,G
These teenagers who didn't sound like Douglas doesn't swallow.,SVA,distractor_agreement_relative_clause,SVA
I'm sorry to have to write this letter For you.,PREP,Preposition_Replacing,PREP
Most children that aren't visiting Harvard University hasn't responded.,SVA,distractor_agreement_relative_clause,SVA
Andrew did sell this cup.,G,determiner_noun_agreement_2,G
Sheila will find that whole chair.,G,determiner_noun_agreement_with_adjective_1,G
I have just received your letter and I am really looking forward to going to this trip.,PREP,Preposition_Replacing,PREP
A lot of pedestrians leave that dancers.,DET,determiner_noun_agreement_1,DET
A pamphlet about the Lutherans does alarm Nicole.,G,distractor_agreement_relational_noun,G
Leslie insults that upset alumni.,DET,determiner_noun_agreement_with_adj_irregular_2,DET
The nieces of Angela doesn't annoy Carl.,SVA,distractor_agreement_relational_noun,SVA
Many documentaries was stunning Maria.,SVA,regular_plural_subject_verb_agreement_1,SVA
All stimuli bores that teacher.,SVA,irregular_plural_subject_verb_agreement_1,G
Kirsten questions banks that this guest wouldn't explore.,G,wh_questions_object_gap,G
The new way is very easy and faster and I can spend my time on other things.,G,Preposition_Replacing,PREP
Brenda's teacher hadn't climbed up stairs.,G,transitive,G
"The waterfall was made by real rock so that was the worst bit because it was really heavy and we had to carry it, but at the end of the month when the concert started, it was all over.",PREP,Preposition_Replacing,PREP
These lice wasn't falling asleep.,SVA,irregular_plural_subject_verb_agreement_1,SVA
Spain had listened to that exposed adults.,DET,determiner_noun_agreement_with_adjective_1,DET
Kimberley breaks this blue cup.,G,determiner_noun_agreement_with_adj_2,G
These teachers escape from those restaurant.,DET,determiner_noun_agreement_1,DET
