sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,pairID
Adults watch these exposed people.,Adults watch these exposed person.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,586.0,,,,
Stephanie listens to herself.,Stephanie listens to itself.,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,792.0,,,,
The waiters discuss this boy.,The waiter discuss this boy.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,161.0,,,,
The Impressionists forget who that alumnus that isn't hiding escapes from.,The Impressionists forget that that alumnus that isn't hiding escapes from.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,True,False,False,False,180.0,,,,
I am writing to you on behalf of an advanced class to thank you for having organised our three - day programme from 13th to 15th March.,I am writing to you on behalf of an advanced class to thank you for having organised our three - day programme on 13th to 15th March.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I am writing to you on behalf of an advanced class to thank you for having organised our three - day programme,from,on,1541.0
Cheryl brought these important shawls.,Cheryl brought this important shawls.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,999.0,,,,
After that the journalists sell their information to the newspapers and magazines in order to earn money.,After that the journalists sell their information in the newspapers and magazines in order to earn money.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,After that the journalists sell their information,to,in,1993.0
The dress is drying.,The dresses is drying.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,197.0,,,,
Many guests respect those boys.,Many guests respect those boy.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,490.0,,,,
Donna returned to these small guests.,Donna returned to this small guests.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,677.0,,,,
This man admired these men.,This man admired these man.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,780.0,,,,
Some boy might cure that guy.,Some boy might cure those guy.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,124.0,,,,
What aren't these daughters of Marcus who weren't curing Clyde's grandmothers concealing?,What aren't Clyde's grandmothers concealing these daughters of Marcus who weren't curing?,syntax,island_effects,complex_NP_island,True,False,False,True,517.0,,,,
The teachers weren't murmuring.,The teacher weren't murmuring.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,13.0,,,,
Mitchell knew those hidden students.,Mitchell knew those hidden student.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,234.0,,,,
"First of all, I don't have to worry in the morning about missing the bus because I have my alarm clock to wake me in time.","First of all, I don't have to worry in the morning missing the bus because I have my alarm clock to wake me in time.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,"First of all, I don't have to worry in the morning",about,,1146.0
Renee shouldn't wear that popular skirt.,Renee shouldn't wear those popular skirt.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,399.0,,,,
Only these museums ever appear to divorce.,Even these museums ever appear to divorce.,semantics,npi_licensing,only_npi_licensor_present,True,False,True,False,300.0,,,,
For the first time in my life I have won a competition. I would like to take you up on your invitation in July.,The first time in my life I have won a competition. I would like to take you up on your invitation in July.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,,For the,The,1053.0
Michelle had admired that louse.,Michelle had admired that lice.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,230.0,,,,
The hypothesis impresses Jane.,The hypotheses impresses Jane.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,831.0,,,,
Charles forgets that some actors that weren't cleaning the cup will approach Eva.,Charles forgets who some actors that weren't cleaning the cup will approach Eva.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,586.0,,,,
I'm writing to you in the name of all the students who will go on the London trip.,I'm writing to you on the name of all the students who will go on the London trip.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I'm writing to you,in,on,1230.0
Jill should listen to these young patients.,Jill should listen to these young patient.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,639.0,,,,
Valerie had broken those small feet.,Valerie had broken those small foot.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,844.0,,,,
The government that hadn't alarmed these associations finds out who longs to train.,The government that hadn't alarmed these associations find out who longs to train.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,47.0,,,,
Who have most museums that haven't talked to the Lutherans disgusted?,Who have the Lutherans disgusted most museums that haven't talked to?,syntax,island_effects,complex_NP_island,True,False,False,True,431.0,,,,
"I was very excited, because this is my favourite group : I'm always listening to their songs.","I was very excited, because this is my favourite group : I'm always listening their songs.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,"I was very excited, because this is my favourite group : I'm always listening",to,,936.0
I was walking in the clouds for the whole day until I saw Pat running towards me.,I was like walking in the clouds for the whole day until I saw Pat running towards me.,syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,I was,,like,829.0
There happened to be a banana looking like these pictures.,There continues to be a banana looking like these pictures.,syntax_semantics,control_raising,existential_there_subject_raising,True,False,False,False,244.0,,,,
We haven't seen each other for so long time and I'll tell you more stories about this.,We haven't seen each other so long time and I'll tell you more stories about this.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,We haven't seen each other,for,,575.0
"And last, the most disappointing thing, the advertisement also said that Danny Brook would be there, my favourite actor, but there was someone else instead of him.","And at last, the most disappointing thing, the advertisement also said that Danny Brook would be there, my favourite actor, but there was someone else instead of him.",syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,And,,at,555.0
This was another disappointing thing about that evening.,This was another disappointing thing of that evening.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,This was another disappointing thing,about,of,698.0
All stimuli annoy the ladies.,All stimuli annoys the ladies.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,815.0,,,,
Donald doesn't boast about those hypotheses.,Donald doesn't boast about those hypothesis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,707.0,,,,
Stephanie appreciates these important movie theaters.,Stephanie appreciates these important movie theater.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,266.0,,,,
Every driver researched a lot of governments that Eva would alarm that haven't discussed malls.,Every driver researched what a lot of governments that Eva would alarm haven't discussed malls.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,True,False,False,False,705.0,,,,
I'd walked around for about 15 minutes until I found the door.,I'd walked around about 15 minutes until I found the door.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,I'd walked around,for,,809.0
Bradley dropped by this cheap restaurant.,Bradley dropped by this cheap restaurants.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,795.0,,,,
Richard wasn't fixing those feet.,Richard wasn't fixing that feet.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,862.0,,,,
These senators weren't firing those guys.,These senators weren't firing those guy.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,446.0,,,,
Some teenagers who have insulted Alexander exercise.,Some teenagers who have insulted Alexander exercises.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,873.0,,,,
Some students who hide Steven stretch.,Some students who hide Steven stretches.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,81.0,,,,
Some students that can dislike Valerie weren't cleaning most plates.,Some students that can dislike Valerie isn't cleaning most plates.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,318.0,,,,
Even many tomatoes had certainly ripened.,Even many tomatoes had ever ripened.,semantics,npi_licensing,npi_present_1,True,True,False,False,368.0,,,,
The friends of Jacqueline haven't respected Travis.,The friends of Jacqueline hasn't respected Travis.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,317.0,,,,
